site_area,water_consumption,recycling_rate,utilisation_rate,air_quality_index,issue_resolution_time,resident_count,electricity_cost,structure_type_Industrial,structure_type_Mixed-use,structure_type_Residential,resident_group_low,resident_group_medium,resident_group_none,water_consumption_log
2425,1624.0,25,94,84,14,142,1971.0,False,True,False,False,True,False,7.393263094763838
2556,1000.0,20,74,164,46,246,3763.0,False,False,True,False,False,False,6.90875477931522
3644,3182.0,22,52,169,41,131,3799.0,False,False,True,False,True,False,8.065579427282092
2770,4299.0,27,34,175,6,0,2919.0,False,False,False,False,False,True,8.366370301681654
1939,3674.0,23,96,188,20,102,2664.0,False,False,True,False,True,False,8.209308411646937
1052,2117.0,43,95,189,68,0,2070.0,False,False,False,False,False,True,7.658227526161352
1215,2137.0,85,72,182,40,0,1609.0,False,False,False,False,False,True,7.6676260915849905
4411,5006.0,35,31,164,19,0,3598.0,False,False,False,False,False,True,8.518592212329946
2213,2162.0,51,77,14,69,0,2866.0,False,False,False,False,False,True,7.679251425953058
3889,7285.0,70,87,58,2,0,4059.0,False,False,False,False,False,True,8.89370997756851
1607,3479.0,48,69,190,44,110,1954.0,False,True,False,False,True,False,8.15478757276852
4706,5431.0,11,82,193,53,39,3411.0,False,True,False,True,False,False,8.600062669238532
750,1000.0,66,88,41,6,0,1127.0,False,False,False,False,False,True,6.90875477931522
2930,4389.0,59,97,115,43,0,3536.0,False,False,False,False,False,True,8.387084506069217
2554,2453.0,25,92,158,19,74,2496.0,False,True,False,False,True,False,7.805474625270857
958,1845.0,71,65,5,18,0,1321.0,False,False,False,False,False,True,7.520776415062797
707,1000.0,20,69,18,30,0,1631.0,False,False,False,False,False,True,6.90875477931522
1399,1002.0,72,35,165,71,85,1371.0,False,True,False,False,True,False,6.910750787961936
3961,7358.0,39,43,121,17,0,3456.0,False,False,False,False,False,True,8.903679332926599
3885,8438.0,63,62,160,53,270,4070.0,False,False,True,False,False,False,9.040619097157967
521,1804.0,80,48,103,68,47,1058.0,False,True,False,True,False,False,7.498315870766981
909,1479.0,36,72,89,64,20,1391.0,False,False,True,True,False,False,7.299797366758161
1394,1990.0,73,83,180,3,93,1622.0,False,True,False,False,True,False,7.596392304064196
1014,1468.0,90,90,157,25,38,1475.0,False,True,False,True,False,False,7.292337176173877
4609,5589.0,88,42,125,30,0,4917.0,True,False,False,False,False,True,8.628734566149145
2634,2743.0,18,71,74,36,23,2539.0,False,False,True,True,False,False,7.917171988845776
4095,4647.0,85,47,109,41,0,3601.0,False,False,False,False,False,True,8.444192298531748
3456,5205.0,81,94,192,23,0,3656.0,False,False,False,False,False,True,8.55756708555451
2060,1716.0,11,77,141,50,83,2518.0,False,False,True,False,True,False,7.448333860897476
1766,2089.0,58,65,121,16,100,2436.0,False,False,True,False,True,False,7.644919344958857
2669,1028.0,57,74,9,72,0,2768.0,False,False,False,False,False,True,6.9363427358340495
4138,5628.0,64,39,16,30,0,3457.0,False,False,False,False,False,True,8.635687085464026
1249,1737.0,89,38,14,60,117,1473.0,False,False,True,False,True,False,7.460490305825338
3927,1284.0,76,75,2,61,0,3593.0,False,False,False,False,False,True,7.158513997329321
2427,4230.0,40,46,149,6,226,1692.0,False,True,False,False,False,False,8.350193650720067
4304,1861.0,35,96,55,39,275,3344.0,False,True,False,False,False,False,7.529406457837013
4202,5535.0,75,62,186,5,0,4687.0,True,False,False,False,False,True,8.619027497297505
2856,5164.0,39,94,25,3,0,3415.0,False,False,False,False,False,True,8.549660381553739
2835,5287.0,86,49,102,30,0,3250.0,True,False,False,False,False,True,8.573195381531523
806,1000.0,87,95,177,11,48,1633.0,False,True,False,True,False,False,6.90875477931522
4165,8062.0,10,45,86,3,69,3642.0,False,False,True,False,True,False,8.995040974685022
2489,5002.0,79,43,60,15,105,2445.0,False,False,True,False,True,False,8.517793011488205
1161,1000.0,31,30,54,44,0,1694.0,False,False,False,False,False,True,6.90875477931522
811,1000.0,84,64,191,54,0,1665.0,False,False,False,False,False,True,6.90875477931522
3420,1042.0,63,30,2,1,0,2590.0,False,False,False,False,False,True,6.949856455000773
1582,2379.0,23,72,157,13,0,2617.0,False,False,False,False,False,True,7.77485576666552
3471,2820.0,23,98,185,63,235,3038.0,False,True,False,False,False,False,7.944846711001996
1254,1990.0,80,84,140,56,0,2199.0,False,False,False,False,False,True,7.596392304064196
4630,5394.0,28,45,199,39,416,5390.0,False,False,True,False,False,False,8.593227877692234
852,1000.0,35,96,151,39,31,1615.0,False,True,False,True,False,False,6.90875477931522
1402,1395.0,68,92,68,67,126,2683.0,False,False,True,False,True,False,7.241366283322318
4388,3322.0,31,51,134,30,0,4568.0,True,False,False,False,False,True,8.108623268354595
658,1000.0,15,85,50,41,32,1466.0,False,False,True,True,False,False,6.90875477931522
2477,1757.0,72,81,53,11,0,3252.0,True,False,False,False,False,True,7.471932078245122
1456,1731.0,86,56,178,70,31,1444.0,False,False,True,True,False,False,7.4570320891223805
2571,4423.0,83,93,154,22,199,3683.0,False,False,True,False,False,False,8.39479954320217
903,1283.0,63,74,11,38,28,1282.0,False,False,True,True,False,False,7.157735484249907
3279,4461.0,28,96,168,12,31,2945.0,False,True,False,True,False,False,8.403352374992478
1887,2534.0,19,55,118,36,136,1736.0,False,True,False,False,True,False,7.837948916025283
3953,3369.0,46,42,112,50,0,3587.0,False,False,False,False,False,True,8.122668023346407
1455,1349.0,86,59,119,17,0,2121.0,True,False,False,False,False,True,7.2078598714324755
2212,1953.0,26,59,88,32,0,2264.0,False,False,False,False,False,True,7.577633832602728
1773,2412.0,64,73,105,45,0,2253.0,False,False,False,False,False,True,7.7886260656250315
4311,3627.0,14,77,113,37,394,3289.0,False,True,False,False,False,False,8.196436811235028
3125,1037.0,30,38,160,67,171,2821.0,False,False,True,False,False,False,6.945051063725834
2882,3933.0,48,77,30,25,35,2578.0,False,False,True,True,False,False,8.277411998949004
1941,4297.0,29,85,10,49,0,3371.0,True,False,False,False,False,True,8.365905077202456
3479,5374.0,80,97,163,43,0,5086.0,True,False,False,False,False,True,8.589513852995864
2297,4454.0,24,35,120,19,0,2318.0,True,False,False,False,False,True,8.40178233990491
4890,7085.0,88,94,133,26,0,5872.0,True,False,False,False,False,True,8.865876285425417
4509,6011.0,62,96,122,15,13,3630.0,False,False,True,True,False,False,8.701512750872865
1894,2456.0,42,50,44,53,185,1537.0,False,True,False,False,False,False,7.806696372521179
4781,8163.0,53,59,187,20,0,4340.0,False,False,False,False,False,True,9.007489523929735
1769,1390.0,75,86,89,5,0,2566.0,True,False,False,False,False,True,7.237778191923443
4214,3944.0,59,84,71,64,0,3819.0,False,False,False,False,False,True,8.280204233279974
1029,1000.0,41,31,102,48,0,1263.0,False,False,False,False,False,True,6.90875477931522
4123,4611.0,88,77,36,40,0,4253.0,False,False,False,False,False,True,8.436416881388949
3458,5829.0,80,51,100,24,54,2889.0,False,False,True,False,True,False,8.670772279344538
3414,3903.0,82,42,111,70,277,3855.0,False,False,True,False,False,False,8.269756947532983
4091,4252.0,64,72,29,12,101,2828.0,False,True,False,False,True,False,8.355379895253634
2647,4840.0,37,78,37,4,46,2149.0,False,True,False,True,False,False,8.484876589939695
3869,5007.0,12,66,143,43,165,3820.0,False,False,True,False,False,False,8.518791912779934
1439,1903.0,62,64,165,52,139,1373.0,False,True,False,False,True,False,7.55171221535131
1025,1882.0,51,48,180,21,0,1597.0,False,False,False,False,False,True,7.5406215286571525
501,1000.0,11,57,135,69,0,1050.0,False,False,False,False,False,True,6.90875477931522
874,2040.0,31,86,8,13,65,1554.0,False,False,True,False,True,False,7.621195162809845
2840,2165.0,34,90,20,2,120,2858.0,False,True,False,False,True,False,7.680637427560936
4505,3469.0,41,72,168,6,237,3461.0,False,True,False,False,False,False,8.151909872940905
3552,3707.0,16,89,68,23,0,3387.0,False,False,False,False,False,True,8.218247926685745
2865,3500.0,71,39,18,36,0,2404.0,False,False,False,False,False,True,8.160803920954665
2025,4155.0,40,96,111,10,181,3082.0,False,False,True,False,False,False,8.332308352219117
4976,10483.0,72,53,79,27,0,4527.0,False,False,False,False,False,True,9.257605564443297
2146,3126.0,46,73,17,7,155,2619.0,False,False,True,False,False,False,8.047829357457841
513,1000.0,77,59,79,50,18,1316.0,False,False,True,True,False,False,6.90875477931522
2778,5969.0,88,74,124,21,0,3041.0,False,False,False,False,False,True,8.694502206386648
3655,4863.0,18,89,132,46,0,4635.0,True,False,False,False,False,True,8.489616423646003
629,1000.0,79,82,194,1,0,1209.0,False,False,False,False,False,True,6.90875477931522
4314,6165.0,55,54,198,55,46,3179.0,False,False,True,True,False,False,8.726805608446096
3716,2165.0,43,33,115,53,0,3035.0,False,False,False,False,False,True,7.680637427560936
3438,2294.0,69,60,31,21,63,2247.0,False,True,False,False,True,False,7.738488122494646
4428,7660.0,22,48,87,32,290,2911.0,False,True,False,False,False,False,8.94389780251682
2540,3524.0,45,31,175,14,136,2042.0,False,True,False,False,True,False,8.16763571524637
527,1000.0,57,33,160,39,0,1036.0,False,False,False,False,False,True,6.90875477931522
2613,3383.0,84,67,196,42,114,2169.0,False,True,False,False,True,False,8.126813720726114
1752,3370.0,15,62,71,25,92,2459.0,False,False,True,False,True,False,8.12296471523406
4856,7109.0,14,47,129,29,199,4475.0,False,False,True,False,False,False,8.869257522797287
2546,3080.0,74,61,53,32,162,2647.0,False,False,True,False,False,False,8.033009498596668
4523,2947.0,59,62,102,11,0,3656.0,False,False,False,False,False,True,7.988882253309227
4896,5456.0,83,63,41,28,0,5189.0,True,False,False,False,False,True,8.604654467186231
3874,7005.0,83,80,162,69,189,3318.0,False,True,False,False,False,False,8.854522203757432
3966,3722.0,33,92,101,25,250,4148.0,False,False,True,False,False,False,8.222285073872717
3581,3421.0,16,76,118,52,200,3763.0,False,False,True,False,False,False,8.137980454452139
4278,4299.0,67,95,188,41,408,5624.0,False,False,True,False,False,False,8.366370301681654
1129,2398.0,30,42,114,51,55,1823.0,False,False,True,False,True,False,7.782807262839695
769,1357.0,42,81,59,7,0,1435.0,False,False,False,False,False,True,7.213768308118642
3139,5440.0,53,81,123,33,0,4084.0,True,False,False,False,False,True,8.601718146485926
2493,2174.0,34,72,48,42,0,3167.0,True,False,False,False,False,True,7.684783943522785
3391,2216.0,89,90,22,57,0,3718.0,False,False,False,False,False,True,7.7039102096163115
3932,7485.0,24,32,67,11,65,2803.0,False,True,False,False,True,False,8.920789888464375
1780,3507.0,38,97,34,70,0,2342.0,False,False,False,False,False,True,8.162801353492073
2860,5815.0,61,88,141,67,123,3516.0,False,False,True,False,True,False,8.668368019213355
1075,1681.0,26,83,21,30,0,1571.0,False,False,False,False,False,True,7.427738840532894
1807,4407.0,45,98,157,23,0,2354.0,False,False,False,False,False,True,8.391176350832751
3692,6303.0,44,31,2,51,35,2441.0,False,True,False,True,False,False,8.748939631537715
3678,6232.0,49,97,74,5,119,3541.0,False,False,True,False,True,False,8.73761303680885
3234,3985.0,32,73,9,50,162,3248.0,False,False,True,False,False,False,8.29054350077274
2712,1859.0,82,67,66,44,171,2733.0,False,False,True,False,False,False,7.528331766707247
2852,3191.0,43,89,168,15,0,3707.0,True,False,False,False,False,True,8.068402958569699
4068,8494.0,67,56,175,2,0,3750.0,False,False,False,False,False,True,9.047233034106032
2155,1628.0,89,44,49,24,111,1312.0,False,True,False,False,True,False,7.395721608602045
2079,3889.0,70,68,126,54,114,2123.0,False,True,False,False,True,False,8.266164436612492
2703,1000.0,37,67,196,10,34,1969.0,False,False,True,True,False,False,6.90875477931522
1890,2111.0,69,83,185,35,0,2276.0,False,False,False,False,False,True,7.655390644826152
2242,2248.0,41,92,14,41,202,2334.0,False,True,False,False,False,False,7.718240951959316
2425,2369.0,67,87,121,47,0,3000.0,False,False,False,False,False,True,7.7706452341291765
1119,1000.0,53,91,47,30,0,2226.0,True,False,False,False,False,True,6.90875477931522
1774,2086.0,43,47,113,38,166,2583.0,False,False,True,False,False,False,7.643482907077201
1456,1706.0,30,58,5,26,41,1549.0,False,False,True,True,False,False,7.442492722794441
2439,1000.0,10,100,3,20,120,2752.0,False,True,False,False,True,False,6.90875477931522
4453,3383.0,64,86,22,36,394,2983.0,False,True,False,False,False,False,8.126813720726114
2881,1610.0,89,53,172,64,0,3104.0,True,False,False,False,False,True,7.384610383176974
1468,1679.0,58,67,64,43,0,1874.0,False,False,False,False,False,True,7.426549072397305
1816,1924.0,30,35,55,40,0,1899.0,True,False,False,False,False,True,7.562681246721884
1543,2366.0,64,49,190,18,25,1305.0,False,True,False,True,False,False,7.769378609513984
781,1055.0,36,71,14,22,41,1259.0,False,True,False,True,False,False,6.962243464266207
3344,2737.0,29,51,131,16,0,3094.0,False,False,False,False,False,True,7.914983005848394
1558,2381.0,25,62,90,3,142,2247.0,False,False,True,False,True,False,7.775695749915245
4793,9142.0,87,75,103,69,0,5514.0,True,False,False,False,False,True,9.120743838164426
3032,2219.0,57,83,159,27,0,2648.0,False,False,False,False,False,True,7.705262474866325
4328,5727.0,41,71,8,40,0,4099.0,False,False,False,False,False,True,8.653121708640482
1508,1388.0,41,80,184,4,0,1857.0,False,False,False,False,False,True,7.236339342754344
1729,1000.0,62,97,194,43,0,2277.0,False,False,False,False,False,True,6.90875477931522
1535,2733.0,62,85,38,52,0,1804.0,False,False,False,False,False,True,7.913521017283895
775,1000.0,11,71,39,52,19,1490.0,False,False,True,True,False,False,6.90875477931522
3240,2625.0,66,42,15,66,88,2355.0,False,True,False,False,True,False,7.873217054862741
2789,2844.0,31,83,80,62,0,2825.0,False,False,False,False,False,True,7.953318346560431
1739,2420.0,61,41,90,63,0,1894.0,False,False,False,False,False,True,7.791935956938058
625,1000.0,90,64,137,51,29,1557.0,False,False,True,True,False,False,6.90875477931522
4565,8763.0,90,38,180,64,354,5027.0,False,False,True,False,False,False,9.078407700715356
4812,5394.0,67,42,64,56,405,4795.0,False,False,True,False,False,False,8.593227877692234
4368,5963.0,43,51,114,11,99,2914.0,False,True,False,False,True,False,8.69349667588463
1708,1902.0,80,69,49,35,163,2494.0,False,False,True,False,False,False,7.551186867296149
3749,2119.0,26,65,28,11,0,4513.0,True,False,False,False,False,True,7.659171367666058
1418,1771.0,81,70,145,33,83,1728.0,False,False,True,False,True,False,7.4798641311650265
4423,6127.0,32,36,179,66,249,4283.0,False,False,True,False,False,False,8.720623711420426
4903,4663.0,42,84,159,1,70,3701.0,False,False,True,False,True,False,8.447628728030327
2469,4024.0,38,42,106,33,152,2873.0,False,False,True,False,False,False,8.300280189852664
3293,2490.0,28,49,160,27,14,2294.0,False,True,False,True,False,False,7.820439515262181
1391,2014.0,78,87,122,65,105,1233.0,False,True,False,False,True,False,7.608374474380783
4970,3132.0,46,52,106,45,0,4174.0,False,False,False,False,False,True,8.049746290952191
2533,3262.0,35,82,10,44,159,3080.0,False,False,True,False,False,False,8.09040229659332
1864,1017.0,33,66,100,40,31,1972.0,False,False,True,True,False,False,6.925595197110468
628,1000.0,63,49,156,45,0,1121.0,False,False,False,False,False,True,6.90875477931522
1514,1731.0,30,48,147,2,0,2197.0,True,False,False,False,False,True,7.4570320891223805
2299,2782.0,19,47,149,41,21,1976.0,False,False,True,True,False,False,7.931284761525891
2018,2830.0,51,97,199,52,73,2290.0,False,True,False,False,True,False,7.9483852851118995
4681,4878.0,38,90,142,17,0,4490.0,False,False,False,False,False,True,8.492695559815838
1698,2299.0,66,75,34,50,84,2102.0,False,False,True,False,True,False,7.7406644019172415
4373,5765.0,44,77,79,41,0,4310.0,False,False,False,False,False,True,8.659733878198347
2974,2713.0,37,49,115,5,244,3532.0,False,False,True,False,False,False,7.906178840394815
3985,7740.0,21,98,107,52,118,3487.0,False,True,False,False,True,False,8.954286157204713
4549,6318.0,67,63,161,48,217,4317.0,False,False,True,False,False,False,8.751316246773456
4219,4251.0,53,36,147,13,25,2512.0,False,True,False,True,False,False,8.355144739461839
802,1479.0,16,79,55,55,74,1827.0,False,False,True,False,True,False,7.299797366758161
4452,8359.0,25,82,50,34,0,5077.0,True,False,False,False,False,True,9.031213706078747
1486,2630.0,44,40,94,55,60,1719.0,False,False,True,False,True,False,7.875119281040293
2363,2744.0,16,37,84,44,224,1829.0,False,True,False,False,False,False,7.917536353943631
4940,5309.0,23,61,49,41,485,3642.0,False,True,False,False,False,False,8.577347114235984
3572,3886.0,68,92,157,2,0,4724.0,True,False,False,False,False,True,8.265392930852224
3624,6213.0,71,84,120,56,0,3181.0,False,False,False,False,False,True,8.734560089952993
1827,3548.0,83,88,152,13,41,1950.0,False,True,False,True,False,False,8.174421152646497
2908,4210.0,75,92,93,48,124,2852.0,False,False,True,False,True,False,8.345455428161928
4173,7865.0,31,46,198,40,135,3995.0,False,False,True,False,True,False,8.970304952991755
3791,3635.0,25,55,3,60,0,3477.0,False,False,False,False,False,True,8.19863945529737
4533,5292.0,84,80,62,37,446,5812.0,False,False,True,False,False,False,8.574140471857987
1203,2194.0,52,62,21,21,0,2054.0,True,False,False,False,False,True,7.693937325509272
1074,2262.0,29,55,56,18,12,1025.0,False,False,True,True,False,False,7.724446645633537
3732,7721.0,19,51,181,55,0,3496.0,False,False,False,False,False,True,8.951828676824181
